time,trace_id,phase,prob,start,end
2019-12-26T00:11:20.630000Z,5M.HMI.,P,0.306076318025589,2019-12-26T00:11:20.460000Z,2019-12-26T00:11:20.950000Z
2019-12-26T00:27:14.150000Z,5M.HMI.,P,0.20629166066646576,2019-12-26T00:27:14.130000Z,2019-12-26T00:27:14.940000Z
2019-12-26T00:31:38.540000Z,5M.HMI.,P,0.43801629543304443,2019-12-26T00:31:38.190000Z,2019-12-26T00:31:38.950000Z
2019-12-26T00:32:11.080000Z,5M.HMI.,S,0.24374665319919586,2019-12-26T00:32:10.990000Z,2019-12-26T00:32:11.340000Z
2019-12-26T01:11:33.590000Z,5M.HMI.,P,0.2238297164440155,2019-12-26T01:11:33.450000Z,2019-12-26T01:11:33.870000Z
2019-12-26T01:13:16.620000Z,5M.HMI.,P,0.2620503604412079,2019-12-26T01:13:16.300000Z,2019-12-26T01:13:17.000000Z
2019-12-26T01:23:16.710000Z,5M.HMI.,P,0.24505259096622467,2019-12-26T01:23:16.600000Z,2019-12-26T01:23:17.100000Z
2019-12-26T01:48:32.280000Z,5M.HMI.,P,0.403204083442688,2019-12-26T01:48:31.980000Z,2019-12-26T01:48:32.830000Z
2019-12-26T01:59:25.180000Z,5M.HMI.,P,0.36924609541893005,2019-12-26T01:59:24.920000Z,2019-12-26T01:59:25.560000Z
2019-12-26T02:02:38.790000Z,5M.HMI.,P,0.2970874607563019,2019-12-26T02:02:38.530000Z,2019-12-26T02:02:39.100000Z
2019-12-26T02:34:35.840000Z,5M.HMI.,P,0.22827699780464172,2019-12-26T02:34:35.780000Z,2019-12-26T02:34:36.250000Z
2019-12-26T02:37:50.160000Z,5M.HMI.,P,0.3843327462673187,2019-12-26T02:37:49.920000Z,2019-12-26T02:37:50.630000Z
2019-12-26T02:48:19.870000Z,5M.HMI.,P,0.21111667156219482,2019-12-26T02:48:19.810000Z,2019-12-26T02:48:20.140000Z
2019-12-26T02:54:14.920000Z,5M.HMI.,P,0.2822062373161316,2019-12-26T02:54:14.730000Z,2019-12-26T02:54:15.430000Z
2019-12-26T02:58:03.350000Z,5M.HMI.,P,0.23124684393405914,2019-12-26T02:58:03.230000Z,2019-12-26T02:58:03.560000Z
2019-12-26T03:00:00.230000Z,5M.HMI.,P,0.21126773953437805,2019-12-26T03:00:00.130000Z,2019-12-26T03:00:00.470000Z
2019-12-26T03:20:03.960000Z,5M.HMI.,S,0.2646401822566986,2019-12-26T03:20:03.780000Z,2019-12-26T03:20:04.180000Z
2019-12-26T03:26:44.150000Z,5M.HMI.,P,0.32004138827323914,2019-12-26T03:26:43.900000Z,2019-12-26T03:26:44.590000Z
2019-12-26T04:23:13.190000Z,5M.HMI.,P,0.9393963813781738,2019-12-26T04:23:12.810000Z,2019-12-26T04:23:13.620000Z
2019-12-26T04:23:18.430000Z,5M.HMI.,S,0.8627969026565552,2019-12-26T04:23:18.060000Z,2019-12-26T04:23:18.850000Z
2019-12-26T04:45:04.790000Z,5M.HMI.,P,0.21222560107707977,2019-12-26T04:45:04.690000Z,2019-12-26T04:45:05.120000Z
2019-12-26T05:22:41.740000Z,5M.HMI.,P,0.23502042889595032,2019-12-26T05:22:41.670000Z,2019-12-26T05:22:42.010000Z
2019-12-26T05:39:40.210000Z,5M.HMI.,P,0.2942631244659424,2019-12-26T05:39:39.940000Z,2019-12-26T05:39:40.480000Z
2019-12-26T05:42:57.380000Z,5M.HMI.,S,0.2730342745780945,2019-12-26T05:42:57.130000Z,2019-12-26T05:42:58.190000Z
2019-12-26T05:48:45.830000Z,5M.HMI.,P,0.2448602318763733,2019-12-26T05:48:45.450000Z,2019-12-26T05:48:46.330000Z
2019-12-26T06:02:13.590000Z,5M.HMI.,S,0.3082372546195984,2019-12-26T06:02:13.220000Z,2019-12-26T06:02:14.130000Z
2019-12-26T06:51:03.480000Z,5M.HMI.,P,0.2022416591644287,2019-12-26T06:51:03.400000Z,2019-12-26T06:51:03.700000Z
2019-12-26T07:00:34.440000Z,5M.HMI.,P,0.360727995634079,2019-12-26T07:00:34.110000Z,2019-12-26T07:00:34.780000Z
2019-12-26T07:00:38.530000Z,5M.HMI.,S,0.31452226638793945,2019-12-26T07:00:38.320000Z,2019-12-26T07:00:39.380000Z
2019-12-26T07:38:33.600000Z,5M.HMI.,P,0.40962085127830505,2019-12-26T07:38:33.340000Z,2019-12-26T07:38:33.940000Z
2019-12-26T08:53:06.370000Z,5M.HMI.,P,0.2580224275588989,2019-12-26T08:53:06.190000Z,2019-12-26T08:53:06.780000Z
2019-12-26T09:34:05.510000Z,5M.HMI.,P,0.3690503239631653,2019-12-26T09:34:05.440000Z,2019-12-26T09:34:05.810000Z
2019-12-26T09:50:01.770000Z,5M.HMI.,P,0.20634770393371582,2019-12-26T09:50:01.750000Z,2019-12-26T09:50:01.960000Z
2019-12-26T09:55:36.300000Z,5M.HMI.,S,0.2082865685224533,2019-12-26T09:55:36.300000Z,2019-12-26T09:55:36.430000Z
2019-12-26T10:00:49.780000Z,5M.HMI.,P,0.5133389830589294,2019-12-26T10:00:49.380000Z,2019-12-26T10:00:50.340000Z
2019-12-26T10:25:18.200000Z,5M.HMI.,P,0.28407764434814453,2019-12-26T10:25:18.000000Z,2019-12-26T10:25:18.480000Z
2019-12-26T10:38:42.230000Z,5M.HMI.,P,0.2690179944038391,2019-12-26T10:38:42.100000Z,2019-12-26T10:38:42.540000Z
2019-12-26T11:41:54.700000Z,5M.HMI.,P,0.23758059740066528,2019-12-26T11:41:54.630000Z,2019-12-26T11:41:55.070000Z
2019-12-26T11:42:00.470000Z,5M.HMI.,S,0.27771854400634766,2019-12-26T11:42:00.250000Z,2019-12-26T11:42:01.480000Z
2019-12-26T11:49:07.560000Z,5M.HMI.,P,0.20406590402126312,2019-12-26T11:49:07.550000Z,2019-12-26T11:49:07.830000Z
2019-12-26T11:51:38.140000Z,5M.HMI.,P,0.4621738791465759,2019-12-26T11:51:37.860000Z,2019-12-26T11:51:38.570000Z
2019-12-26T12:34:51.230000Z,5M.HMI.,P,0.41134774684906006,2019-12-26T12:34:50.960000Z,2019-12-26T12:34:51.570000Z
2019-12-26T12:35:57.950000Z,5M.HMI.,P,0.2529217600822449,2019-12-26T12:35:57.840000Z,2019-12-26T12:35:58.370000Z
2019-12-26T13:17:25.480000Z,5M.HMI.,P,0.5475464463233948,2019-12-26T13:17:25.180000Z,2019-12-26T13:17:25.880000Z
2019-12-26T13:22:22.760000Z,5M.HMI.,P,0.24025572836399078,2019-12-26T13:22:22.570000Z,2019-12-26T13:22:23.250000Z
2019-12-26T13:26:26.210000Z,5M.HMI.,P,0.31999337673187256,2019-12-26T13:26:26.020000Z,2019-12-26T13:26:26.520000Z
2019-12-26T13:31:28.090000Z,5M.HMI.,P,0.21418029069900513,2019-12-26T13:31:28.020000Z,2019-12-26T13:31:28.380000Z
2019-12-26T14:20:16.620000Z,5M.HMI.,P,0.2690626382827759,2019-12-26T14:20:16.460000Z,2019-12-26T14:20:16.870000Z
2019-12-26T14:44:07.840000Z,5M.HMI.,P,0.20686550438404083,2019-12-26T14:44:07.840000Z,2019-12-26T14:44:08.050000Z
2019-12-26T15:58:20.780000Z,5M.HMI.,P,0.2611161768436432,2019-12-26T15:58:20.650000Z,2019-12-26T15:58:20.790000Z
2019-12-26T16:13:26.500000Z,5M.HMI.,P,0.2264784276485443,2019-12-26T16:13:26.420000Z,2019-12-26T16:13:26.790000Z
2019-12-26T16:38:43.940000Z,5M.HMI.,P,0.23090392351150513,2019-12-26T16:38:43.840000Z,2019-12-26T16:38:44.250000Z
2019-12-26T16:58:37.950000Z,5M.HMI.,P,0.47821924090385437,2019-12-26T16:58:37.680000Z,2019-12-26T16:58:38.240000Z
2019-12-26T17:05:43.900000Z,5M.HMI.,P,0.22978413105010986,2019-12-26T17:05:43.810000Z,2019-12-26T17:05:44.220000Z
2019-12-26T17:31:13.670000Z,5M.HMI.,P,0.28133273124694824,2019-12-26T17:31:13.460000Z,2019-12-26T17:31:14.000000Z
2019-12-26T17:38:16.910000Z,5M.HMI.,P,0.2668314576148987,2019-12-26T17:38:16.680000Z,2019-12-26T17:38:17.260000Z
2019-12-26T17:47:47.920000Z,5M.HMI.,P,0.2709229290485382,2019-12-26T17:47:47.750000Z,2019-12-26T17:47:48.240000Z
2019-12-26T17:49:01.580000Z,5M.HMI.,P,0.2119966745376587,2019-12-26T17:49:01.430000Z,2019-12-26T17:49:01.830000Z
2019-12-26T18:11:51.130000Z,5M.HMI.,P,0.279819518327713,2019-12-26T18:11:50.920000Z,2019-12-26T18:11:51.440000Z
2019-12-26T18:14:16.560000Z,5M.HMI.,P,0.46068906784057617,2019-12-26T18:14:16.240000Z,2019-12-26T18:14:17.050000Z
2019-12-26T18:14:18.100000Z,5M.HMI.,S,0.2873750925064087,2019-12-26T18:14:17.880000Z,2019-12-26T18:14:18.440000Z
2019-12-26T18:14:58.680000Z,5M.HMI.,P,0.28853338956832886,2019-12-26T18:14:58.600000Z,2019-12-26T18:14:59.000000Z
2019-12-26T18:15:00.620000Z,5M.HMI.,S,0.3914996087551117,2019-12-26T18:15:00.310000Z,2019-12-26T18:15:01.020000Z
2019-12-26T18:25:16.680000Z,5M.HMI.,P,0.27551060914993286,2019-12-26T18:25:16.680000Z,2019-12-26T18:25:17.100000Z
2019-12-26T18:36:20.960000Z,5M.HMI.,P,0.28174254298210144,2019-12-26T18:36:20.750000Z,2019-12-26T18:36:21.380000Z
2019-12-26T18:50:43.230000Z,5M.HMI.,P,0.27787619829177856,2019-12-26T18:50:43.040000Z,2019-12-26T18:50:43.510000Z
2019-12-26T18:50:50.270000Z,5M.HMI.,S,0.33772969245910645,2019-12-26T18:50:50.010000Z,2019-12-26T18:50:50.650000Z
2019-12-26T18:57:51.340000Z,5M.HMI.,P,0.26414695382118225,2019-12-26T18:57:51.090000Z,2019-12-26T18:57:51.740000Z
2019-12-26T19:17:20.750000Z,5M.HMI.,P,0.20190566778182983,2019-12-26T19:17:20.750000Z,2019-12-26T19:17:20.950000Z
2019-12-26T19:35:06.390000Z,5M.HMI.,P,0.2286202758550644,2019-12-26T19:35:06.320000Z,2019-12-26T19:35:06.820000Z
2019-12-26T20:36:11.860000Z,5M.HMI.,P,0.3129493296146393,2019-12-26T20:36:11.600000Z,2019-12-26T20:36:12.260000Z
2019-12-26T21:52:09.940000Z,5M.HMI.,P,0.3061496913433075,2019-12-26T21:52:09.790000Z,2019-12-26T21:52:10.450000Z
2019-12-26T22:21:41.270000Z,5M.HMI.,P,0.20388367772102356,2019-12-26T22:21:41.260000Z,2019-12-26T22:21:41.620000Z
2019-12-26T23:01:22.630000Z,5M.HMI.,P,0.25404348969459534,2019-12-26T23:01:22.500000Z,2019-12-26T23:01:22.700000Z
2019-12-26T23:27:40.980000Z,5M.HMI.,S,0.23537467420101166,2019-12-26T23:27:40.850000Z,2019-12-26T23:27:41.450000Z
