time,trace_id,phase,prob,start,end
2019-12-26T00:14:55.110000Z,5M.ERJ.,P,0.5400135517120361,2019-12-26T00:14:54.830000Z,2019-12-26T00:14:55.440000Z
2019-12-26T00:23:05.180000Z,5M.ERJ.,P,0.24133923649787903,2019-12-26T00:23:05.030000Z,2019-12-26T00:23:05.490000Z
2019-12-26T01:13:44.080000Z,5M.ERJ.,P,0.22079405188560486,2019-12-26T01:13:44.010000Z,2019-12-26T01:13:44.370000Z
2019-12-26T01:33:45.850000Z,5M.ERJ.,P,0.20115995407104492,2019-12-26T01:33:45.850000Z,2019-12-26T01:33:46.100000Z
2019-12-26T02:23:39.790000Z,5M.ERJ.,P,0.30764105916023254,2019-12-26T02:23:39.590000Z,2019-12-26T02:23:40.060000Z
2019-12-26T02:34:31.660000Z,5M.ERJ.,P,0.22364120185375214,2019-12-26T02:34:31.600000Z,2019-12-26T02:34:31.920000Z
2019-12-26T03:12:58.480000Z,5M.ERJ.,P,0.26384690403938293,2019-12-26T03:12:58.340000Z,2019-12-26T03:12:58.720000Z
2019-12-26T04:57:51.780000Z,5M.ERJ.,P,0.23338131606578827,2019-12-26T04:57:51.650000Z,2019-12-26T04:57:52.050000Z
2019-12-26T06:10:51.030000Z,5M.ERJ.,P,0.294452041387558,2019-12-26T06:10:50.880000Z,2019-12-26T06:10:51.270000Z
2019-12-26T07:33:08.340000Z,5M.ERJ.,P,0.36239105463027954,2019-12-26T07:33:08.110000Z,2019-12-26T07:33:08.660000Z
2019-12-26T08:06:53.580000Z,5M.ERJ.,P,0.24678894877433777,2019-12-26T08:06:53.510000Z,2019-12-26T08:06:53.870000Z
2019-12-26T08:29:49.260000Z,5M.ERJ.,S,0.2611673176288605,2019-12-26T08:29:49.090000Z,2019-12-26T08:29:49.530000Z
2019-12-26T08:48:43.500000Z,5M.ERJ.,P,0.353351891040802,2019-12-26T08:48:43.240000Z,2019-12-26T08:48:43.820000Z
2019-12-26T09:03:57.170000Z,5M.ERJ.,P,0.2509974539279938,2019-12-26T09:03:56.980000Z,2019-12-26T09:03:57.600000Z
2019-12-26T09:06:32.690000Z,5M.ERJ.,P,0.23929376900196075,2019-12-26T09:06:32.470000Z,2019-12-26T09:06:33.160000Z
2019-12-26T10:08:09.580000Z,5M.ERJ.,P,0.40848395228385925,2019-12-26T10:08:09.330000Z,2019-12-26T10:08:09.850000Z
2019-12-26T10:15:22.260000Z,5M.ERJ.,P,0.390659362077713,2019-12-26T10:15:22.090000Z,2019-12-26T10:15:22.570000Z
2019-12-26T10:49:01.930000Z,5M.ERJ.,P,0.20701467990875244,2019-12-26T10:49:01.920000Z,2019-12-26T10:49:02.190000Z
2019-12-26T10:50:16.050000Z,5M.ERJ.,P,0.20006559789180756,2019-12-26T10:50:16.050000Z,2019-12-26T10:50:16.330000Z
2019-12-26T11:44:21.320000Z,5M.ERJ.,P,0.3023950159549713,2019-12-26T11:44:21.100000Z,2019-12-26T11:44:21.560000Z
2019-12-26T13:32:06.080000Z,5M.ERJ.,P,0.21804067492485046,2019-12-26T13:32:05.990000Z,2019-12-26T13:32:06.320000Z
2019-12-26T15:02:36.810000Z,5M.ERJ.,P,0.26413464546203613,2019-12-26T15:02:36.620000Z,2019-12-26T15:02:37.090000Z
2019-12-26T17:26:36.840000Z,5M.ERJ.,P,0.34213608503341675,2019-12-26T17:26:36.560000Z,2019-12-26T17:26:37.150000Z
2019-12-26T18:09:01.020000Z,5M.ERJ.,P,0.3456621766090393,2019-12-26T18:09:00.780000Z,2019-12-26T18:09:01.260000Z
2019-12-26T18:49:09.450000Z,5M.ERJ.,P,0.32613006234169006,2019-12-26T18:49:09.280000Z,2019-12-26T18:49:09.750000Z
2019-12-26T19:31:23.270000Z,5M.ERJ.,P,0.2399592399597168,2019-12-26T19:31:23.060000Z,2019-12-26T19:31:23.590000Z
2019-12-26T20:00:13.570000Z,5M.ERJ.,P,0.22532637417316437,2019-12-26T20:00:13.460000Z,2019-12-26T20:00:13.850000Z
2019-12-26T22:25:24.390000Z,5M.ERJ.,P,0.40846171975135803,2019-12-26T22:25:24.080000Z,2019-12-26T22:25:24.750000Z
2019-12-26T22:53:02.580000Z,5M.ERJ.,P,0.29268312454223633,2019-12-26T22:53:02.250000Z,2019-12-26T22:53:02.920000Z
2019-12-26T23:14:10.370000Z,5M.ERJ.,P,0.23060472309589386,2019-12-26T23:14:10.250000Z,2019-12-26T23:14:10.580000Z
