time,trace_id,phase,prob,start,end
2019-12-26T00:01:35.700000Z,5M.OHI.,P,0.34652966260910034,2019-12-26T00:01:35.480000Z,2019-12-26T00:01:36.020000Z
2019-12-26T00:09:32.510000Z,5M.OHI.,P,0.22636286914348602,2019-12-26T00:09:32.420000Z,2019-12-26T00:09:32.790000Z
2019-12-26T00:14:29.060000Z,5M.OHI.,P,0.21182750165462494,2019-12-26T00:14:29.030000Z,2019-12-26T00:14:29.350000Z
2019-12-26T01:26:57.060000Z,5M.OHI.,P,0.22717875242233276,2019-12-26T01:26:56.880000Z,2019-12-26T01:26:57.710000Z
2019-12-26T02:10:32.720000Z,5M.OHI.,S,0.30391398072242737,2019-12-26T02:10:32.710000Z,2019-12-26T02:10:33.030000Z
2019-12-26T02:32:09.570000Z,5M.OHI.,S,0.20775969326496124,2019-12-26T02:32:09.490000Z,2019-12-26T02:32:09.800000Z
2019-12-26T02:41:53.280000Z,5M.OHI.,P,0.302640438079834,2019-12-26T02:41:53.080000Z,2019-12-26T02:41:53.600000Z
2019-12-26T02:59:30.270000Z,5M.OHI.,P,0.24015891551971436,2019-12-26T02:59:30.130000Z,2019-12-26T02:59:30.610000Z
2019-12-26T03:00:53.260000Z,5M.OHI.,P,0.26504939794540405,2019-12-26T03:00:53.210000Z,2019-12-26T03:00:53.590000Z
2019-12-26T04:44:51.790000Z,5M.OHI.,P,0.3116007447242737,2019-12-26T04:44:51.550000Z,2019-12-26T04:44:52.210000Z
2019-12-26T04:59:52.430000Z,5M.OHI.,P,0.28186970949172974,2019-12-26T04:59:52.230000Z,2019-12-26T04:59:52.770000Z
2019-12-26T05:04:53.500000Z,5M.OHI.,P,0.29245316982269287,2019-12-26T05:04:53.250000Z,2019-12-26T05:04:54.030000Z
2019-12-26T05:16:52.050000Z,5M.OHI.,P,0.3510455787181854,2019-12-26T05:16:51.840000Z,2019-12-26T05:16:52.510000Z
2019-12-26T05:18:00.210000Z,5M.OHI.,P,0.21500368416309357,2019-12-26T05:18:00.210000Z,2019-12-26T05:18:00.460000Z
2019-12-26T05:18:33.260000Z,5M.OHI.,P,0.3031216561794281,2019-12-26T05:18:33.040000Z,2019-12-26T05:18:33.550000Z
2019-12-26T06:15:08.930000Z,5M.OHI.,P,0.3906216621398926,2019-12-26T06:15:08.580000Z,2019-12-26T06:15:09.330000Z
2019-12-26T06:16:46.490000Z,5M.OHI.,S,0.34607675671577454,2019-12-26T06:16:46.240000Z,2019-12-26T06:16:46.820000Z
