time,trace_id,phase,prob,start,end
2019-12-26T00:31:50.540000Z,5M.TOW.,P,0.20913371443748474,2019-12-26T00:31:50.320000Z,2019-12-26T00:31:51.010000Z
2019-12-26T00:32:50.180000Z,5M.TOW.,P,0.2409781962633133,2019-12-26T00:32:50.040000Z,2019-12-26T00:32:50.710000Z
2019-12-26T00:34:59.610000Z,5M.TOW.,P,0.499393492937088,2019-12-26T00:34:58.940000Z,2019-12-26T00:34:59.950000Z
2019-12-26T00:36:43.000000Z,5M.TOW.,P,0.3537137508392334,2019-12-26T00:36:42.700000Z,2019-12-26T00:36:43.300000Z
2019-12-26T01:26:35.850000Z,5M.TOW.,P,0.41582897305488586,2019-12-26T01:26:35.620000Z,2019-12-26T01:26:35.950000Z
2019-12-26T01:27:35.790000Z,5M.TOW.,P,0.5324625372886658,2019-12-26T01:27:35.480000Z,2019-12-26T01:27:36.050000Z
2019-12-26T05:05:36.800000Z,5M.TOW.,P,0.5806758403778076,2019-12-26T05:05:36.520000Z,2019-12-26T05:05:37.140000Z
2019-12-26T08:52:47.340000Z,5M.TOW.,P,0.35073402523994446,2019-12-26T08:52:47.160000Z,2019-12-26T08:52:47.720000Z
2019-12-26T10:26:13.400000Z,5M.TOW.,P,0.3676678538322449,2019-12-26T10:26:13.020000Z,2019-12-26T10:26:13.960000Z
2019-12-26T11:31:36.000000Z,5M.TOW.,P,0.44844377040863037,2019-12-26T11:31:35.690000Z,2019-12-26T11:31:36.450000Z
2019-12-26T11:31:36.970000Z,5M.TOW.,P,0.21590659022331238,2019-12-26T11:31:36.940000Z,2019-12-26T11:31:37.150000Z
2019-12-26T12:26:36.820000Z,5M.TOW.,P,0.6485787630081177,2019-12-26T12:26:36.460000Z,2019-12-26T12:26:37.380000Z
2019-12-26T14:15:36.690000Z,5M.TOW.,P,0.9186887741088867,2019-12-26T14:15:36.360000Z,2019-12-26T14:15:37.140000Z
2019-12-26T18:50:37.810000Z,5M.TOW.,P,0.4255051612854004,2019-12-26T18:50:37.390000Z,2019-12-26T18:50:38.130000Z
2019-12-26T19:49:53.330000Z,5M.TOW.,P,0.2550312578678131,2019-12-26T19:49:53.210000Z,2019-12-26T19:49:53.710000Z
2019-12-26T22:31:37.360000Z,5M.TOW.,P,0.8663262128829956,2019-12-26T22:31:37.000000Z,2019-12-26T22:31:37.740000Z
2019-12-26T22:33:52.530000Z,5M.TOW.,P,0.4766225516796112,2019-12-26T22:33:52.090000Z,2019-12-26T22:33:52.920000Z
2019-12-26T22:34:53.610000Z,5M.TOW.,P,0.42186516523361206,2019-12-26T22:34:53.120000Z,2019-12-26T22:34:54.120000Z
2019-12-26T22:35:01.540000Z,5M.TOW.,S,0.22099822759628296,2019-12-26T22:35:01.480000Z,2019-12-26T22:35:01.860000Z
2019-12-26T22:35:01.610000Z,5M.TOW.,P,0.418467253446579,2019-12-26T22:35:01.340000Z,2019-12-26T22:35:01.940000Z
2019-12-26T22:47:22.420000Z,5M.TOW.,P,0.5782331228256226,2019-12-26T22:47:21.940000Z,2019-12-26T22:47:22.850000Z
2019-12-26T23:25:37.770000Z,5M.TOW.,P,0.4926152229309082,2019-12-26T23:25:37.480000Z,2019-12-26T23:25:38.150000Z
